Solution not found :(
d [1, 6, 11, 0, 2, 10, 5, 7, 4, 3, 9, 8]
c [1, 6, 0, 11, 2, 10, 5, 7, 4, 3, 9, 8]
h [1, 6, 7, 11, 2, 10, 5, 0, 4, 3, 9, 8]
l [1, 6, 7, 11, 2, 10, 5, 8, 4, 3, 9, 0]
k [1, 6, 7, 11, 2, 10, 5, 8, 4, 3, 0, 9]
g [1, 6, 7, 11, 2, 10, 0, 8, 4, 3, 5, 9]
c [1, 6, 0, 11, 2, 10, 7, 8, 4, 3, 5, 9]
d [1, 6, 11, 0, 2, 10, 7, 8, 4, 3, 5, 9]
h [1, 6, 11, 8, 2, 10, 7, 0, 4, 3, 5, 9]
k [1, 6, 11, 8, 2, 10, 7, 5, 4, 3, 0, 9]
l [1, 6, 11, 8, 2, 10, 7, 5, 4, 3, 9, 0]
h [1, 6, 11, 8, 2, 10, 7, 0, 4, 3, 9, 5]
d [1, 6, 11, 0, 2, 10, 7, 8, 4, 3, 9, 5]
g [1, 6, 11, 7, 2, 10, 0, 8, 4, 3, 9, 5]
c [1, 6, 0, 7, 2, 10, 11, 8, 4, 3, 9, 5]
d [1, 6, 7, 0, 2, 10, 11, 8, 4, 3, 9, 5]
h [1, 6, 7, 8, 2, 10, 11, 0, 4, 3, 9, 5]
l [1, 6, 7, 8, 2, 10, 11, 5, 4, 3, 9, 0]
k [1, 6, 7, 8, 2, 10, 11, 5, 4, 3, 0, 9]
g [1, 6, 7, 8, 2, 10, 0, 5, 4, 3, 11, 9]
c [1, 6, 0, 8, 2, 10, 7, 5, 4, 3, 11, 9]
d [1, 6, 8, 0, 2, 10, 7, 5, 4, 3, 11, 9]
h [1, 6, 8, 5, 2, 10, 7, 0, 4, 3, 11, 9]
l [1, 6, 8, 5, 2, 10, 7, 9, 4, 3, 11, 0]
k [1, 6, 8, 5, 2, 10, 7, 9, 4, 3, 0, 11]
h [1, 6, 8, 5, 2, 10, 7, 0, 4, 3, 9, 11]
d [1, 6, 8, 0, 2, 10, 7, 5, 4, 3, 9, 11]
g [1, 6, 8, 7, 2, 10, 0, 5, 4, 3, 9, 11]
c [1, 6, 0, 7, 2, 10, 8, 5, 4, 3, 9, 11]
d [1, 6, 7, 0, 2, 10, 8, 5, 4, 3, 9, 11]
h [1, 6, 7, 5, 2, 10, 8, 0, 4, 3, 9, 11]
k [1, 6, 7, 5, 2, 10, 8, 9, 4, 3, 0, 11]
l [1, 6, 7, 5, 2, 10, 8, 9, 4, 3, 11, 0]
h [1, 6, 7, 5, 2, 10, 8, 0, 4, 3, 11, 9]
k [1, 6, 7, 5, 2, 10, 8, 11, 4, 3, 0, 9]
j [1, 6, 7, 5, 2, 10, 8, 11, 4, 0, 3, 9]
f [1, 6, 7, 5, 2, 0, 8, 11, 4, 10, 3, 9]
b [1, 0, 7, 5, 2, 6, 8, 11, 4, 10, 3, 9]
c [1, 7, 0, 5, 2, 6, 8, 11, 4, 10, 3, 9]
d [1, 7, 5, 0, 2, 6, 8, 11, 4, 10, 3, 9]
h [1, 7, 5, 11, 2, 6, 8, 0, 4, 10, 3, 9]
l [1, 7, 5, 11, 2, 6, 8, 9, 4, 10, 3, 0]
k [1, 7, 5, 11, 2, 6, 8, 9, 4, 10, 0, 3]
g [1, 7, 5, 11, 2, 6, 0, 9, 4, 10, 8, 3]
c [1, 7, 0, 11, 2, 6, 5, 9, 4, 10, 8, 3]
d [1, 7, 11, 0, 2, 6, 5, 9, 4, 10, 8, 3]
h [1, 7, 11, 9, 2, 6, 5, 0, 4, 10, 8, 3]
l [1, 7, 11, 9, 2, 6, 5, 3, 4, 10, 8, 0]
k [1, 7, 11, 9, 2, 6, 5, 3, 4, 10, 0, 8]
g [1, 7, 11, 9, 2, 6, 0, 3, 4, 10, 5, 8]
c [1, 7, 0, 9, 2, 6, 11, 3, 4, 10, 5, 8]
d [1, 7, 9, 0, 2, 6, 11, 3, 4, 10, 5, 8]
h [1, 7, 9, 3, 2, 6, 11, 0, 4, 10, 5, 8]
l [1, 7, 9, 3, 2, 6, 11, 8, 4, 10, 5, 0]
k [1, 7, 9, 3, 2, 6, 11, 8, 4, 10, 0, 5]
g [1, 7, 9, 3, 2, 6, 0, 8, 4, 10, 11, 5]
c [1, 7, 0, 3, 2, 6, 9, 8, 4, 10, 11, 5]
d [1, 7, 3, 0, 2, 6, 9, 8, 4, 10, 11, 5]
h [1, 7, 3, 8, 2, 6, 9, 0, 4, 10, 11, 5]
l [1, 7, 3, 8, 2, 6, 9, 5, 4, 10, 11, 0]
k [1, 7, 3, 8, 2, 6, 9, 5, 4, 10, 0, 11]
g [1, 7, 3, 8, 2, 6, 0, 5, 4, 10, 9, 11]
c [1, 7, 0, 8, 2, 6, 3, 5, 4, 10, 9, 11]
d [1, 7, 8, 0, 2, 6, 3, 5, 4, 10, 9, 11]
h [1, 7, 8, 5, 2, 6, 3, 0, 4, 10, 9, 11]
l [1, 7, 8, 5, 2, 6, 3, 11, 4, 10, 9, 0]
k [1, 7, 8, 5, 2, 6, 3, 11, 4, 10, 0, 9]
h [1, 7, 8, 5, 2, 6, 3, 0, 4, 10, 11, 9]
d [1, 7, 8, 0, 2, 6, 3, 5, 4, 10, 11, 9]
g [1, 7, 8, 3, 2, 6, 0, 5, 4, 10, 11, 9]
c [1, 7, 0, 3, 2, 6, 8, 5, 4, 10, 11, 9]
d [1, 7, 3, 0, 2, 6, 8, 5, 4, 10, 11, 9]
h [1, 7, 3, 5, 2, 6, 8, 0, 4, 10, 11, 9]
l [1, 7, 3, 5, 2, 6, 8, 9, 4, 10, 11, 0]
k [1, 7, 3, 5, 2, 6, 8, 9, 4, 10, 0, 11]
g [1, 7, 3, 5, 2, 6, 0, 9, 4, 10, 8, 11]
c [1, 7, 0, 5, 2, 6, 3, 9, 4, 10, 8, 11]
d [1, 7, 5, 0, 2, 6, 3, 9, 4, 10, 8, 11]
h [1, 7, 5, 9, 2, 6, 3, 0, 4, 10, 8, 11]
l [1, 7, 5, 9, 2, 6, 3, 11, 4, 10, 8, 0]
k [1, 7, 5, 9, 2, 6, 3, 11, 4, 10, 0, 8]
g [1, 7, 5, 9, 2, 6, 0, 11, 4, 10, 3, 8]
c [1, 7, 0, 9, 2, 6, 5, 11, 4, 10, 3, 8]
d [1, 7, 9, 0, 2, 6, 5, 11, 4, 10, 3, 8]
h [1, 7, 9, 11, 2, 6, 5, 0, 4, 10, 3, 8]
l [1, 7, 9, 11, 2, 6, 5, 8, 4, 10, 3, 0]
k [1, 7, 9, 11, 2, 6, 5, 8, 4, 10, 0, 3]
g [1, 7, 9, 11, 2, 6, 0, 8, 4, 10, 5, 3]
c [1, 7, 0, 11, 2, 6, 9, 8, 4, 10, 5, 3]
d [1, 7, 11, 0, 2, 6, 9, 8, 4, 10, 5, 3]
h [1, 7, 11, 8, 2, 6, 9, 0, 4, 10, 5, 3]
l [1, 7, 11, 8, 2, 6, 9, 3, 4, 10, 5, 0]
k [1, 7, 11, 8, 2, 6, 9, 3, 4, 10, 0, 5]
g [1, 7, 11, 8, 2, 6, 0, 3, 4, 10, 9, 5]
c [1, 7, 0, 8, 2, 6, 11, 3, 4, 10, 9, 5]
d [1, 7, 8, 0, 2, 6, 11, 3, 4, 10, 9, 5]
h [1, 7, 8, 3, 2, 6, 11, 0, 4, 10, 9, 5]
l [1, 7, 8, 3, 2, 6, 11, 5, 4, 10, 9, 0]
k [1, 7, 8, 3, 2, 6, 11, 9, 4, 10, 0, 5]
g [1, 7, 8, 3, 2, 6, 0, 9, 4, 10, 11, 5]
c [1, 7, 0, 3, 2, 6, 8, 9, 4, 10, 11, 5]
d [1, 7, 3, 0, 2, 6, 8, 9, 4, 10, 11, 5]
h [1, 7, 3, 9, 2, 6, 8, 0, 4, 10, 11, 5]
l [1, 7, 3, 9, 2, 6, 8, 5, 4, 10, 11, 0]
k [1, 7, 3, 9, 2, 6, 8, 5, 4, 10, 0, 11]
g [1, 7, 3, 9, 2, 6, 0, 5, 4, 10, 8, 11]
d [1, 7, 3, 0, 2, 6, 9, 5, 4, 10, 8, 11]
c [1, 7, 0, 3, 2, 6, 9, 5, 4, 10, 8, 11]
h [1, 7, 5, 3, 2, 6, 9, 0, 4, 10, 8, 11]
d [1, 7, 5, 0, 2, 6, 9, 3, 4, 10, 8, 11]
c [1, 7, 0, 5, 2, 6, 9, 3, 4, 10, 8, 11]
g [1, 7, 9, 5, 2, 6, 0, 3, 4, 10, 8, 11]
d [1, 7, 9, 0, 2, 6, 5, 3, 4, 10, 8, 11]
h [1, 7, 9, 3, 2, 6, 5, 0, 4, 10, 8, 11]
l [1, 7, 9, 3, 2, 6, 5, 11, 4, 10, 8, 0]
k [1, 7, 9, 3, 2, 6, 5, 11, 4, 10, 0, 8]
h [1, 7, 9, 3, 2, 6, 5, 0, 4, 10, 11, 8]
d [1, 7, 9, 0, 2, 6, 5, 3, 4, 10, 11, 8]
g [1, 7, 9, 5, 2, 6, 0, 3, 4, 10, 11, 8]
c [1, 7, 0, 5, 2, 6, 9, 3, 4, 10, 11, 8]
d [1, 7, 5, 0, 2, 6, 9, 3, 4, 10, 11, 8]
h [1, 7, 5, 3, 2, 6, 9, 0, 4, 10, 11, 8]
l [1, 7, 5, 3, 2, 6, 9, 8, 4, 10, 11, 0]
g [1, 7, 5, 3, 2, 6, 0, 8, 4, 10, 11, 9]
c [1, 7, 0, 3, 2, 6, 5, 8, 4, 10, 11, 9]
d [1, 7, 3, 0, 2, 6, 5, 8, 4, 10, 11, 9]
h [1, 7, 3, 8, 2, 6, 5, 0, 4, 10, 11, 9]
l [1, 7, 3, 8, 2, 6, 5, 9, 4, 10, 11, 0]
k [1, 7, 3, 8, 2, 6, 5, 9, 4, 10, 0, 11]
g [1, 7, 3, 8, 2, 6, 0, 9, 4, 10, 5, 11]
c [1, 7, 0, 8, 2, 6, 3, 9, 4, 10, 5, 11]
d [1, 7, 8, 0, 2, 6, 3, 9, 4, 10, 5, 11]
h [1, 7, 8, 9, 2, 6, 3, 0, 4, 10, 5, 11]
l [1, 7, 8, 9, 2, 6, 3, 11, 4, 10, 5, 0]
k [1, 7, 8, 9, 2, 6, 3, 11, 4, 10, 0, 5]
g [1, 7, 8, 9, 2, 6, 0, 11, 4, 10, 3, 5]
c [1, 7, 0, 9, 2, 6, 8, 11, 4, 10, 3, 5]
d [1, 7, 9, 0, 2, 6, 8, 11, 4, 10, 3, 5]
h [1, 7, 9, 11, 2, 6, 8, 0, 4, 10, 3, 5]
l [1, 7, 9, 11, 2, 6, 8, 5, 4, 10, 3, 0]
k [1, 7, 9, 11, 2, 6, 8, 5, 4, 10, 0, 3]
g [1, 7, 9, 11, 2, 6, 0, 5, 4, 10, 8, 3]
c [1, 7, 0, 11, 2, 6, 9, 5, 4, 10, 8, 3]
d [1, 7, 11, 0, 2, 6, 9, 5, 4, 10, 8, 3]
h [1, 7, 11, 5, 2, 6, 9, 0, 4, 10, 8, 3]
l [1, 7, 11, 5, 2, 6, 9, 3, 4, 10, 8, 0]
k [1, 7, 11, 5, 2, 6, 9, 3, 4, 10, 0, 8]
g [1, 7, 11, 5, 2, 6, 0, 3, 4, 10, 9, 8]
c [1, 7, 0, 5, 2, 6, 11, 3, 4, 10, 9, 8]
d [1, 7, 5, 0, 2, 6, 11, 3, 4, 10, 9, 8]
h [1, 7, 5, 3, 2, 6, 11, 0, 4, 10, 9, 8]
l [1, 7, 5, 3, 2, 6, 11, 8, 4, 10, 9, 0]
g [1, 7, 5, 3, 2, 6, 0, 8, 4, 10, 9, 11]
c [1, 7, 0, 3, 2, 6, 5, 8, 4, 10, 9, 11]
d [1, 7, 3, 0, 2, 6, 5, 8, 4, 10, 9, 11]
g [1, 7, 3, 5, 2, 6, 0, 8, 4, 10, 9, 11]
l [1, 7, 3, 5, 2, 6, 11, 8, 4, 10, 9, 0]
k [1, 7, 3, 5, 2, 6, 11, 8, 4, 10, 0, 9]
h [1, 7, 3, 5, 2, 6, 11, 0, 4, 10, 8, 9]
d [1, 7, 3, 0, 2, 6, 11, 5, 4, 10, 8, 9]
g [1, 7, 3, 11, 2, 6, 0, 5, 4, 10, 8, 9]
c [1, 7, 0, 11, 2, 6, 3, 5, 4, 10, 8, 9]
d [1, 7, 11, 0, 2, 6, 3, 5, 4, 10, 8, 9]
h [1, 7, 11, 5, 2, 6, 3, 0, 4, 10, 8, 9]
l [1, 7, 11, 5, 2, 6, 3, 9, 4, 10, 8, 0]
k [1, 7, 11, 5, 2, 6, 3, 9, 4, 10, 0, 8]
g [1, 7, 11, 5, 2, 6, 0, 9, 4, 10, 3, 8]
c [1, 7, 0, 5, 2, 6, 11, 9, 4, 10, 3, 8]
d [1, 7, 5, 0, 2, 6, 11, 9, 4, 10, 3, 8]
h [1, 7, 9, 5, 2, 6, 11, 0, 4, 10, 3, 8]
d [1, 7, 9, 0, 2, 6, 11, 5, 4, 10, 3, 8]
c [1, 7, 0, 9, 2, 6, 11, 5, 4, 10, 3, 8]
g [1, 7, 11, 9, 2, 6, 0, 5, 4, 10, 3, 8]
d [1, 7, 11, 0, 2, 6, 9, 5, 4, 10, 3, 8]
c [1, 7, 0, 11, 2, 6, 9, 5, 4, 10, 3, 8]
h [1, 7, 5, 11, 2, 6, 9, 0, 4, 10, 3, 8]
l [1, 7, 5, 11, 2, 6, 9, 8, 4, 10, 3, 0]
k [1, 7, 5, 11, 2, 6, 9, 8, 4, 10, 0, 3]
g [1, 7, 5, 11, 2, 6, 0, 8, 4, 10, 9, 3]
c [1, 7, 0, 11, 2, 6, 5, 8, 4, 10, 9, 3]
d [1, 7, 11, 0, 2, 6, 5, 8, 4, 10, 9, 3]
h [1, 7, 11, 8, 2, 6, 5, 0, 4, 10, 9, 3]
k [1, 7, 11, 8, 2, 6, 5, 9, 4, 10, 0, 3]
l [1, 7, 11, 8, 2, 6, 5, 9, 4, 10, 3, 0]
h [1, 7, 11, 8, 2, 6, 5, 0, 4, 10, 3, 9]
d [1, 7, 11, 0, 2, 6, 5, 8, 4, 10, 3, 9]
g [1, 7, 11, 5, 2, 6, 0, 8, 4, 10, 3, 9]
c [1, 7, 0, 5, 2, 6, 11, 8, 4, 10, 3, 9]
d [1, 7, 5, 0, 2, 6, 11, 8, 4, 10, 3, 9]
h [1, 7, 5, 8, 2, 6, 11, 0, 4, 10, 3, 9]
l [1, 7, 5, 8, 2, 6, 11, 9, 4, 10, 3, 0]
k [1, 7, 5, 8, 2, 6, 11, 9, 4, 10, 0, 3]
g [1, 7, 5, 8, 2, 6, 0, 9, 4, 10, 11, 3]
c [1, 7, 0, 8, 2, 6, 5, 9, 4, 10, 11, 3]
d [1, 7, 8, 0, 2, 6, 5, 9, 4, 10, 11, 3]
h [1, 7, 8, 9, 2, 6, 5, 0, 4, 10, 11, 3]
l [1, 7, 8, 9, 2, 6, 5, 3, 4, 10, 11, 0]
k [1, 7, 8, 9, 2, 6, 5, 3, 4, 10, 0, 11]
h [1, 7, 8, 9, 2, 6, 5, 0, 4, 10, 3, 11]
d [1, 7, 8, 0, 2, 6, 5, 9, 4, 10, 3, 11]
g [1, 7, 8, 5, 2, 6, 0, 9, 4, 10, 3, 11]
c [1, 7, 0, 5, 2, 6, 8, 9, 4, 10, 3, 11]
d [1, 7, 5, 0, 2, 6, 8, 9, 4, 10, 3, 11]
h [1, 7, 5, 9, 2, 6, 8, 0, 4, 10, 3, 11]
k [1, 7, 5, 9, 2, 6, 8, 3, 4, 10, 0, 11]
l [1, 7, 5, 9, 2, 6, 8, 3, 4, 10, 11, 0]
h [1, 7, 5, 9, 2, 6, 8, 0, 4, 10, 11, 3]
k [1, 7, 5, 9, 2, 6, 8, 11, 4, 10, 0, 3]
j [1, 7, 5, 9, 2, 6, 8, 11, 4, 0, 10, 3]
f [1, 7, 5, 9, 2, 0, 8, 11, 4, 6, 10, 3]
b [1, 0, 5, 9, 2, 7, 8, 11, 4, 6, 10, 3]
c [1, 5, 0, 9, 2, 7, 8, 11, 4, 6, 10, 3]
d [1, 5, 9, 0, 2, 7, 8, 11, 4, 6, 10, 3]
h [1, 5, 9, 11, 2, 7, 8, 0, 4, 6, 10, 3]
l [1, 5, 9, 11, 2, 7, 8, 3, 4, 6, 10, 0]
k [1, 5, 9, 11, 2, 7, 8, 3, 4, 6, 0, 10]
g [1, 5, 9, 11, 2, 7, 0, 3, 4, 6, 8, 10]
c [1, 5, 0, 11, 2, 7, 9, 3, 4, 6, 8, 10]
d [1, 5, 11, 0, 2, 7, 9, 3, 4, 6, 8, 10]
h [1, 5, 11, 3, 2, 7, 9, 0, 4, 6, 8, 10]
l [1, 5, 11, 3, 2, 7, 9, 10, 4, 6, 8, 0]
k [1, 5, 11, 3, 2, 7, 9, 10, 4, 6, 0, 8]
g [1, 5, 11, 3, 2, 7, 0, 10, 4, 6, 9, 8]
c [1, 5, 0, 3, 2, 7, 11, 10, 4, 6, 9, 8]
d [1, 5, 3, 0, 2, 7, 11, 10, 4, 6, 9, 8]
h [1, 5, 3, 10, 2, 7, 11, 0, 4, 6, 9, 8]
l [1, 5, 3, 10, 2, 7, 11, 8, 4, 6, 9, 0]
k [1, 5, 3, 10, 2, 7, 11, 8, 4, 6, 0, 9]
g [1, 5, 3, 10, 2, 7, 0, 8, 4, 6, 11, 9]
